"phrase","id","phoneme","stress","type","inherent_ms","before_floor_ms","after_floor_ms","before_ms","after_ms","delta_ms","source","rules"
"A zoo can be fun on a sunny day.","segment_18:remap_stops_to_closures:0","D_CL","","stop_closure","50","30","33.333333333333336","55","55","0","{""source"":""DD"",""minimum_ms"":50,""inherent_ms"":75,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; word_initial_lengthening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"A zoo can be fun on a sunny day.","segment_18:remap_stops_to_closures:0:insert_mapped_voiced_release:0","D_REL","","stop_release","10","0","0","10","10","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiced_release; insert_mapped_voiced_release; cluster_shortening; duration_cap; lock_stop_release_duration; duration_floor_stop_release"
"A zoo can be fun on a sunny day.","segment_18:remap_stops_to_closures:0:insert_mapped_voiced_release:1","EH1","1","vowel","120","50.4","44.8","138","143","5","{""source"":""EH"",""minimum_ms"":70,""inherent_ms"":150,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","insert_mapped_voiced_release; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"A zoo can be fun on a sunny day.","segment_19:expand_diphthongs:1","Y","0","glide","80","48","16","56","40","-16","{""source"":""YY"",""minimum_ms"":40,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_diphthongs; expand_diphthongs; non_word_initial_consonant_shortening; unstressed_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"A zoo can be fun on a sunny day.","segment_20","SIL","","silence","100","60","0","300","300","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_0","HH","","fricative","80","48","20","81","83","2","{""source"":""HH"",""minimum_ms"":20,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_1","IY","1","vowel","150","63","53.225806451612904","176","179","3","{""source"":""IY"",""minimum_ms"":55,""inherent_ms"":155,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_2","HH","","fricative","80","48","20","81","83","2","{""source"":""HH"",""minimum_ms"":20,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; pre_boundary_lengthening; duration_cap; fricative_minimum_duration; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_3","AE","1","vowel","170","71.39999999999999","59.130434782608695","226","232","6","{""source"":""AE"",""minimum_ms"":80,""inherent_ms"":230,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_4:palatalization_dy:0:expand_affricates_with_closure:0","JH_CL","","stop_closure","14","8.4","10","20","20","0","{""source"":""JJ"",""minimum_ms"":50,""inherent_ms"":70,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_affricates_with_closure; expand_affricates_with_closure; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_4:palatalization_dy:0:expand_affricates_with_closure:1","JH","","affricate","51","30.599999999999998","36.42857142857143","50","52","2","{""source"":""JJ"",""minimum_ms"":50,""inherent_ms"":70,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_affricates_with_closure; expand_affricates_with_closure; non_word_initial_consonant_shortening; cluster_shortening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_6","AO","1","vowel","160","67.2","66.66666666666667","188","188","0","{""source"":""AO"",""minimum_ms"":100,""inherent_ms"":240,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_7","R","","liquid","90","54","33.75","76","68","-8","{""source"":""RR"",""minimum_ms"":30,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_8:remap_stops_to_closures:0","D_CL","","stop_closure","50","30","33.333333333333336","49","49","0","{""source"":""DD"",""minimum_ms"":50,""inherent_ms"":75,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; word_initial_lengthening; cluster_shortening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_8:remap_stops_to_closures:0:insert_mapped_voiced_release:0","D_REL","","stop_release","10","0","0","10","10","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiced_release; insert_mapped_voiced_release; cluster_shortening; duration_cap; lock_stop_release_duration; duration_floor_stop_release"
"He had your dark suit in greasy wash water all year.","segment_8:remap_stops_to_closures:0:insert_mapped_voiced_release:1","AA","1","vowel","180","75.6","75","197","198","1","{""source"":""AA"",""minimum_ms"":100,""inherent_ms"":240,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","insert_mapped_voiced_release; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_10","R","","liquid","90","54","33.75","72","63","-9","{""source"":""RR"",""minimum_ms"":30,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_11:remap_stops_to_closures:0","K_CL","","stop_closure","60","36","45","47","52","5","{""source"":""KK"",""minimum_ms"":60,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_11:remap_stops_to_closures:0:insert_mapped_voiceless_release_and_aspiration:0","K_REL","","stop_release","14.759036144578314","0","0","15","15","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiceless_release_and_aspiration; insert_mapped_voiceless_release_and_aspiration; cluster_shortening; duration_cap; lock_stop_release_duration; duration_floor_stop_release"
"He had your dark suit in greasy wash water all year.","segment_11:remap_stops_to_closures:0:insert_mapped_voiceless_release_and_aspiration:1","K_ASP","","stop_aspiration","34.24096385542168","0","0","34","34","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiceless_release_and_aspiration; insert_mapped_voiceless_release_and_aspiration; cluster_shortening; duration_cap; lock_stop_release_duration; duration_floor_stop_release"
"He had your dark suit in greasy wash water all year.","segment_11:remap_stops_to_closures:0:insert_mapped_voiceless_release_and_aspiration:2","S","","fricative","100","60","57.142857142857146","97","98","1","{""source"":""SS"",""minimum_ms"":60,""inherent_ms"":105,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","insert_mapped_voiceless_release_and_aspiration; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_13","UW","1","vowel","180","75.6","60","231","239","8","{""source"":""UW"",""minimum_ms"":70,""inherent_ms"":210,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_14:t_flapping:0","DX","","flap","30","18","30","27","30","3","{""source"":""DX"",""minimum_ms"":20,""inherent_ms"":20,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","t_flapping; t_flapping; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_15","IH","0","vowel","60","25.2","8.88888888888889","49","44","-5","{""source"":""IH"",""minimum_ms"":40,""inherent_ms"":135,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_16","N","","nasal","70","42","58.333333333333336","60","66","6","{""source"":""NN"",""minimum_ms"":50,""inherent_ms"":60,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"He had your dark suit in greasy wash water all year.","segment_17:remap_stops_to_closures:0","G_CL","","stop_closure","55","33","41.25","56","56","0","{""source"":""GG"",""minimum_ms"":60,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; word_initial_lengthening; cluster_shortening; duration_cap; duration_floor_default"
